,game,number of moves,faulty_move,moves place in top 10,moves score (centipawns),Comments
772,1.e4 1...e5 2.Nf3 2...g6 3.d4 3...Qf6 4.dxe5 4...b5 5.Bxb5 5...Qe6 6.Bd3 6...Qe7 7.Nc3 7...h5,6.0,Bxh5,"[2, 'None', 2, 'None', 1, 'None', 4, 'None', 20, 'None', 1, 'None']","[49, 'None', 147, 'None', 423, 'None', 416, 'None', 316, 'None', 438, 'None']",
773,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...b5,2.0,Bb5+,"[2, 'None', 14, 'None']","[49, 'None', 57, 'None']",
774,1.e4 1...e5 2.Nf3 2...c5 3.Nc3 3...h5 4.d4 4...cxd4 5.Nxd4 5...f6 6.Bc4 6...Be7,5.0,Nxe5,"[2, 'None', 3, 'None', -100, 'None', 8, 'None', 9, 'None']","[49, 'None', 54, 'None', -100, 'None', -215, 'None', -49, 'None']",
775,1.e4 1...e5 2.Nf3 2...h5 3.Nc3 3...d6 4.d4 4...Ne7 5.Bd3 5...Bg4 6.Qe2 6...exd4,5.0,Qxg4,"[2, 'None', 2, 'None', 1, 'None', -100, 'None', -100, 'None']","[49, 'None', 141, 'None', 144, 'None', -100, 'None', -100, 'None']",
776,1.e4 1...e5 2.Nf3 2...c5 3.Nc3 3...Qf6 4.Qe2 4...a5 5.d4 5...Qd6,4.0,d4,"[2, 'None', 3, 'None', 19, 'None', 9, 'None']","[49, 'None', 54, 'None', 33, 'None', 128, 'None']",
777,1.e4 1...e5 2.Nf3 2...Nc6 3.Bb5 3...Qf6 4.Qe2 4...g6 5.d4 5...h5 6.dxe5 6...a6 7.Bxc6 7...Qg5 8.Bd5 8...f6 9.Bxg5 9...Bc5,8.0,Qxg5,"[2, 'None', 3, 'None', 2, 'None', 10, 'None', 5, 'None', 3, 'None', 9, 'None', 3, 'None']","[49, 'None', 17, 'None', 54, 'None', 23, 'None', 109, 'None', 205, 'None', 92, 'None', 814, 'None']",
778,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...Nc6 4.dxe5 4...Nh5 5.Nc3 5...Be7,4.0,Nxh5,"[2, 'None', 1, 'None', 2, 'None', 11, 'None']","[49, 'None', 69, 'None', 59, 'None', 305, 'None']",
779,1.e4 1...e5 2.Nf3 2...Bb4 3.Bc4 3...a5,2.0,Ba2,"[2, 'None', 5, 'None']","[49, 'None', 70, 'None']",
780,1.e4 1...e5 2.Nf3 2...d6 3.d4 3...a6 4.dxe5 4...Nh6 5.Nc3 5...Ra7 6.Bxh6 6...Be7 7.Bd3 7...c5 8.Qe2 8...Nd7,7.0,Qg4,"[2, 'None', 1, 'None', 1, 'None', 4, 'None', 6, 'None', 19, 'None', 13, 'None']","[49, 'None', 66, 'None', 158, 'None', 219, 'None', 307, 'None', 328, 'None', 400, 'None']",
781,1.e4 1...e5 2.Nf3 2...Bd6 3.d4 3...a5 4.d5 4...Qf6 5.Nc3 5...Qe7 6.Bd3 6...Ra7,5.0,Bxa8,"[2, 'None', 2, 'None', -100, 'None', 7, 'None', 6, 'None']","[49, 'None', 111, 'None', -100, 'None', 105, 'None', 136, 'None']",
782,1.e4 1...e5 2.Nf3 2...Qf6 3.Nc3 3...Nc6 4.Bc4 4...Bc5 5.d3 5...Nh6 6.Bxh6 6...Qg6 7.Bxg7 7...Bb6 8.Bh6 8...Na5 9.Bd2 9...Qxg2,8.0,Qd1,"[2, 'None', 1, 'None', 3, 'None', 4, 'None', -100, 'None', 7, 'None', 10, 'None', 3, 'None']","[49, 'None', 209, 'None', 134, 'None', 80, 'None', -100, 'None', 200, 'None', 175, 'None', 464, 'None']",
783,1.e4 1...e5 2.Nf3 2...Bc5 3.Bc4 3...h6 4.d4 4...Kf8 5.Nc3 5...d6 6.Bxf7 6...Nf6,5.0,Bxh8,"[2, 'None', 7, 'None', 4, 'None', 11, 'None', 18, 'None']","[49, 'None', 34, 'None', 140, 'None', 122, 'None', 78, 'None']",
784,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...c5 4.dxc5 4...g6 5.Bb5+ 5...Ng8 6.Bd3 6...Qa5+ 7.Nc3# 7...h5,6.0,Qd4#,"[2, 'None', 1, 'None', 5, 'None', 6, 'None', -100, 'None', 4, 'None']","[49, 'None', 69, 'None', -4, 'None', 131, 'None', -100, 'None', 371, 'None']",
785,1.e4 1...e5 2.Nf3 2...c5 3.Bc4 3...Na6 4.d4 4...h5 5.Nc3 5...g6,4.0,Bxg6,"[2, 'None', 2, 'None', 4, 'None', 12, 'None']","[49, 'None', 58, 'None', 202, 'None', 210, 'None']",
786,1.e4 1...e5 2.Nf3 2...h5 3.Nxe5 3...d6 4.Nd3 4...d5 5.exd5 5...a5,4.0,d4,"[2, 'None', 1, 'None', 3, 'None', 1, 'None']","[49, 'None', 176, 'None', 175, 'None', 140, 'None']",
787,1.e4 1...e5 2.Nf3 2...c6 3.d4 3...Nf6 4.dxe5 4...Be7 5.Nc3 5...Ng8 6.Bf4 6...h5,5.0,Bxh5,"[2, 'None', 4, 'None', 1, 'None', 8, 'None', 1, 'None']","[49, 'None', 65, 'None', 123, 'None', 182, 'None', 451, 'None']",
788,1.e4 1...e5 2.Nf3 2...Bc5 3.Bc4 3...d5 4.Bxd5 4...g6,3.0,Bxg6,"[2, 'None', 7, 'None', 1, 'None']","[49, 'None', 34, 'None', 127, 'None']",
789,1.e4 1...e5 2.Nf3 2...Bb4 3.Bd3 3...Qf6 4.Qe2 4...b6,3.0,Bxb4,"[2, 'None', 8, 'None', 17, 'None']","[49, 'None', 55, 'None', 15, 'None']",
790,1.e4 1...e5 2.Nf3 2...Qf6 3.Nc3 3...Qe7 4.d4 4...Qd8 5.dxe5 5...Be7 6.Bf4 6...Na6,5.0,Bd6,"[2, 'None', 1, 'None', 3, 'None', 6, 'None', 3, 'None']","[49, 'None', 209, 'None', 146, 'None', 241, 'None', 345, 'None']",
791,1.e4 1...e5 2.Nf3 2...Qf6 3.Qe2 3...d6 4.d4 4...Qd8 5.Nc3 5...b6,4.0,Bb5+,"[2, 'None', 8, 'None', 6, 'None', 5, 'None']","[49, 'None', 92, 'None', 47, 'None', 90, 'None']",
792,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...c6 4.dxe5 4...Ng4 5.Bf4 5...b6 6.e6 6...fxe6 7.Ng5 7...h5 8.Nxe6 8...d5 9.Nd4 9...Qe7 10.Nf5 10...Qb7 11.Bd3 11...Bb4+ 12.Bd2# 12...Ne5,11.0,Nxe5,"[2, 'None', 1, 'None', 1, 'None', -100, 'None', 19, 'None', 4, 'None', -100, 'None', 7, 'None', -100, 'None', 9, 'None', 5, 'None']","[49, 'None', 69, 'None', 123, 'None', -100, 'None', 100, 'None', 249, 'None', -100, 'None', 61, 'None', -100, 'None', 152, 'None', 4, 'None']",
793,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...Ne7 4.d4 4...c5 5.dxc5 5...f5 6.Nc3 6...b5 7.Bd3 7...Nbc6,6.0,Bb1,"[2, 'None', 3, 'None', 4, 'None', 1, 'None', 2, 'None', 4, 'None']","[49, 'None', 71, 'None', 139, 'None', 317, 'None', 599, 'None', 371, 'None']",
794,1.e4 1...e5 2.Nf3 2...Qf6 3.Qe2 3...Ne7,2.0,Qxe5,"[2, 'None', 8, 'None']","[49, 'None', 92, 'None']",
795,1.e4 1...e5 2.Nf3 2...f5 3.d4 3...g6,2.0,d4,"[2, 'None', 3, 'None']","[49, 'None', 63, 'None']",
796,1.e4 1...e5 2.Nf3 2...a5 3.Bc4 3...Ra6 4.d4 4...a4 5.dxe5 5...Rh6,4.0,Bxa4,"[2, 'None', 3, 'None', 14, 'None', 6, 'None']","[49, 'None', 101, 'None', 188, 'None', 307, 'None']",
797,1.e4 1...e5 2.Nf3 2...b6 3.Bb5 3...Qf6 4.Qe2 4...Qe7 5.Nc3 5...c5 6.Bc4 6...Bb7 7.Bd3 7...a5 8.a4 8...Ra6 9.Bxa6 9...d6 10.Bd3 10...c4 11.Bxc4 11...h5 12.Bd3 12...b5 13.axb5 13...Bc6 14.Qe3 14...Nd7 15.Nd5 15...Ba8,14.0,Bxa8,"[2, 'None', 4, 'None', 12, 'None', 3, 'None', 2, 'None', -100, 'None', 14, 'None', 3, 'None', 3, 'None', 1, 'None', 6, 'None', -100, 'None', 11, 'None', 19, 'None']","[49, 'None', 104, 'None', 63, 'None', 124, 'None', 173, 'None', -100, 'None', 89, 'None', 252, 'None', 783, 'None', 1080, 'None', 1014, 'None', -100, 'None', 595, 'None', 548, 'None']",
798,1.e4 1...e5 2.Nf3 2...f5 3.Nc3 3...Be7 4.Nxe5 4...a5 5.d4 5...c6,4.0,d4,"[2, 'None', 5, 'None', 1, 'None', 5, 'None']","[49, 'None', 44, 'None', 184, 'None', 271, 'None']",
799,1.e4 1...e5 2.Nf3 2...g6 3.d4 3...Qe7 4.dxe5 4...c6 5.Nc3 5...f6 6.Bd3 6...Na6 7.Bxa6 7...Qf7 8.Qd4 8...d6 9.Qd3 9...Qe6,8.0,Qxe4,"[2, 'None', 2, 'None', 1, 'None', 1, 'None', 14, 'None', 1, 'None', 7, 'None', 18, 'None']","[49, 'None', 147, 'None', 403, 'None', 314, 'None', 145, 'None', 306, 'None', 423, 'None', 388, 'None']",
800,1.e4 1...e5 2.Nf3 2...d6 3.d4 3...exd4 4.Nxd4 4...Nc6 5.Nc3 5...g6 6.Bb5 6...Ne7 7.Bxc6 7...Bd7 8.Bd5 8...a5,7.0,Bxe7,"[2, 'None', 1, 'None', 4, 'None', 12, 'None', 1, 'None', 19, 'None', 5, 'None']","[49, 'None', 66, 'None', 41, 'None', 35, 'None', 249, 'None', 26, 'None', 276, 'None']",
801,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...Nxe4 4.dxe5 4...Nxf2 5.Qd5 5...Ne4 6.Qxe4 6...Bc5 7.Qd3 7...Bb4+ 8.Nc3# 8...d5,7.0,Nc3#,"[2, 'None', 1, 'None', 5, 'None', 2, 'None', 1, 'None', -100, 'None', 1, 'None']","[49, 'None', 69, 'None', -9, 'None', -91, 'None', 1015, 'None', -100, 'None', 525, 'None']",
802,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...b6,2.0,Bb5+,"[2, 'None', 14, 'None']","[49, 'None', 57, 'None']",
803,1.e4 1...e5 2.Nf3 2...Qe7 3.Nc3 3...c5 4.Nd5 4...Qf6 5.d4 5...b6 6.dxc5 6...d6 7.Bd3 7...Kd7,6.0,White,"[2, 'None', 1, 'None', 1, 'None', 2, 'None', 9, 'None', 14, 'None']","[49, 'None', 124, 'None', 213, 'None', 447, 'None', 392, 'None', 418, 'None']",
804,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...Nc6 4.d4 4...d6 5.Nc3 5...Bg4,4.0,g4-square,"[2, 'None', 3, 'None', 2, 'None', 8, 'None']","[49, 'None', 71, 'None', 50, 'None', 22, 'None']",
805,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...Qc5 4.Qxc4 4...b5 5.Qxb5 5...c6 6.Qa4+ 6...Qd4 7.Qxd4 7...h6 8.Qd3 8...f5 9.Qd7+ 9...Kxd7 10.Nc3 10...a5 11.Bd3 11...Kd6,10.0,Bxa5,"[2, 'None', 14, 'None', 18, 'None', 1, 'None', 5, 'None', 2, 'None', 1, 'None', -100, 'None', 5, 'None', 17, 'None']","[49, 'None', 57, 'None', 12, 'None', 165, 'None', 17, 'None', 265, 'None', 819, 'None', -100, 'None', 367, 'None', 344, 'None']",
806,1.e4 1...e5 2.Nf3 2...h5 3.Nxe5 3...Bd6 4.Nf7 4...Qh4 5.Nxd8 5...Na6,4.0,Nc7,"[2, 'None', 1, 'None', 5, 'None', -100, 'None']","[49, 'None', 176, 'None', 118, 'None', -100, 'None']",
807,1.e4 1...e5 2.Nf3 2...h6 3.d4 3...d5 4.exd5 4...b6 5.Bb5+ 5...Qd7 6.Bxd7+ 6...Bxd7 7.Nc3 7...c5 8.dxc5 8...e4 9.Nxe4 9...b5 10.Nd6+ 10...Ke7 11.Nxb5 11...Bc6,10.0,Nd4+,"[2, 'None', 11, 'None', 3, 'None', 2, 'None', 1, 'None', 4, 'None', 6, 'None', 2, 'None', 20, 'None', -100, 'None']","[49, 'None', 34, 'None', 88, 'None', 320, 'None', 571, 'None', 577, 'None', 618, 'None', 655, 'None', 730, 'None', -100, 'None']",
808,1.e4 1...e5 2.Nf3 2...g6 3.Bc4 3...a6 4.d4 4...f5 5.dxe5 5...Bh6 6.Nc3 6...d6 7.Bxh6 7...Ra7 8.Bd3 8...Nc6 9.Qd2 9...Nd4,8.0,Qd3,"[2, 'None', 5, 'None', 2, 'None', 3, 'None', 2, 'None', 1, 'None', -100, 'None', 8, 'None']","[49, 'None', 53, 'None', 156, 'None', 321, 'None', 386, 'None', 412, 'None', -100, 'None', 542, 'None']",
809,1.e4 1...e5 2.Nf3 2...Qf6 3.Nc3 3...h6 4.d4 4...Bb4 5.Bd2 5...exd4 6.Nxd4 6...Ba5,5.0,Bxa5,"[2, 'None', 1, 'None', 2, 'None', 3, 'None', 7, 'None']","[49, 'None', 209, 'None', 181, 'None', 124, 'None', -175, 'None']",
810,1.e4 1...e5 2.Nf3 2...f5 3.d4 3...b6,2.0,d4,"[2, 'None', 3, 'None']","[49, 'None', 63, 'None']",
811,1.e4 1...e5 2.Nf3 2...c5 3.Nc3 3...a5 4.Bc4 4...a4 5.Bxf7+ 5...Ke7 6.Bd5+ 6...Qc7 7.Bxc6 7...Qd6,6.0,Bxd6,"[2, 'None', 3, 'None', 5, 'None', 3, 'None', 7, 'None', -100, 'None']","[49, 'None', 54, 'None', 70, 'None', 196, 'None', 324, 'None', -100, 'None']",
812,1.e4 1...e5 2.Nf3 2...Bd6 3.d4 3...Qe7 4.dxe5 4...Na6 5.Nc3 5...Nb8 6.Nd5 6...Qxe5 7.Bd3 7...b6 8.Bb5+ 8...Qxe4+,7.0,Qxe4,"[2, 'None', 2, 'None', 4, 'None', 8, 'None', 2, 'None', 4, 'None', -100, 'None']","[49, 'None', 111, 'None', 109, 'None', 214, 'None', 518, 'None', 267, 'None', -100, 'None']",
813,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...h5,2.0,Qxe5,"[2, 'None', 14, 'None']","[49, 'None', 57, 'None']",
814,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...Qd6,2.0,Qxd6,"[2, 'None', 14, 'None']","[49, 'None', 57, 'None']",
815,1.e4 1...e5 2.Nf3 2...Nc6 3.Bb5 3...a5 4.Ba4 4...Bb4 5.Bb3 5...d6,4.0,d3,"[2, 'None', 3, 'None', 14, 'None', 16, 'None']","[49, 'None', 17, 'None', 24, 'None', -70, 'None']",
816,1.e4 1...e5 2.Nf3 2...c6 3.d4 3...a5 4.d5 4...Be7 5.Bd3 5...Bd6 6.Nc3 6...Be7 7.Bg5 7...Ra6 8.Qd2 8...Rb6 9.Qf4 9...g6 10.Qd2 10...f5 11.Qf4 11...Na6 12.Qd2 12...h6,11.0,Qd3,"[2, 'None', 4, 'None', 12, 'None', 6, 'None', 5, 'None', -100, 'None', 10, 'None', -100, 'None', 5, 'None', -100, 'None', 5, 'None']","[49, 'None', 65, 'None', 80, 'None', 43, 'None', 126, 'None', -100, 'None', 91, 'None', -100, 'None', 116, 'None', -100, 'None', 126, 'None']",
817,1.e4 1...e5 2.Nf3 2...h5 3.Nxe5 3...b5 4.d4 4...Bb7 5.Bd3 5...Ba6 6.Nc6 6...g6 7.Nxb8 7...Nf6 8.d5 8...c5 9.dxc6 9...Bc5 10.Nd7 10...Qe7 11.Nf6+ 11...Kf8 12.Bc4 12...Bb4+,11.0,Kd1,"[2, 'None', 1, 'None', 3, 'None', 2, 'None', -100, 'None', 3, 'None', -100, 'None', 7, 'None', 1, 'None', 4, 'None', -100, 'None']","[49, 'None', 176, 'None', 257, 'None', 273, 'None', -100, 'None', 347, 'None', -100, 'None', 249, 'None', 716, 'None', 700, 'None', -100, 'None']",
818,1.e4 1...e5 2.Nf3 2...d5 3.exd5 3...h6 4.d4 4...b6 5.Bb5+ 5...c6 6.Bxc6 6...Nxc6 7.dxc6 7...Nf6 8.Nc3 8...exd4 9.Nxd4 9...Ba6,8.0,Nxa6,"[2, 'None', 3, 'None', 6, 'None', 2, 'None', 5, 'None', 1, 'None', 3, 'None', 2, 'None']","[49, 'None', 71, 'None', 132, 'None', 320, 'None', 193, 'None', 182, 'None', 232, 'None', 202, 'None']",
819,1.e4 1...e5 2.Nf3 2...f6 3.d4 3...d6 4.Nc3 4...g5 5.Bxg5 5...a5 6.Bd2 6...f5,5.0,Bc3,"[2, 'None', 1, 'None', 4, 'None', -100, 'None', 2, 'None']","[49, 'None', 133, 'None', 152, 'None', -100, 'None', 350, 'None']",
820,1.e4 1...e5 2.Nf3 2...h5 3.Nxe5 3...Bd6 4.Nf7 4...Kxf7 5.d4 5...Kg6 6.Bd3 6...Nh6 7.Bxh6 7...b6,6.0,Bd3,"[2, 'None', 1, 'None', 5, 'None', 1, 'None', 2, 'None', 18, 'None']","[49, 'None', 176, 'None', 118, 'None', 98, 'None', 288, 'None', -13, 'None']",
821,1.e4 1...e5 2.Nf3 2...Nf6 3.d4 3...a6 4.dxe5 4...g5 5.Bg5 5...Bb4+ 6.c3# 6...Qe7 7.Qd5# 7...h6,6.0,Qd5#,"[2, 'None', 1, 'None', 5, 'None', 2, 'None', 1, 'None', -100, 'None']","[49, 'None', 69, 'None', 91, 'None', 574, 'None', 765, 'None', -100, 'None']",
822,1.e4 1...e5 2.Nf3 2...d5 3.exd5 3...e4 4.d3 4...Bg4 5.dxe4 5...Na6 6.Bb5+ 6...Qd7 7.Bxd7+ 7...Bxd7 8.Nc3 8...Rb8 9.Nd4 9...Bb4 10.a3 10...Bd6 11.Qe2 11...b5,10.0,Qxe4,"[2, 'None', 3, 'None', 15, 'None', 1, 'None', 4, 'None', 1, 'None', 6, 'None', 15, 'None', 8, 'None', 4, 'None']","[49, 'None', 71, 'None', -236, 'None', 301, 'None', 397, 'None', 569, 'None', 603, 'None', 618, 'None', 624, 'None', 640, 'None']",
823,1.e4 1...e5 2.Nf3 2...Bb4 3.Bd3 3...d5 4.exd5 4...Ba5,3.0,Bxa5,"[2, 'None', 8, 'None', 2, 'None']","[49, 'None', 55, 'None', 99, 'None']",
824,1.e4 1...e5 2.Nf3 2...d5 3.exd5 3...Qd7 4.d4 4...Qg4 5.dxe5 5...Bb4+ 6.c3# 6...Kf8 7.Bd2# 7...Be6,6.0,Bd2#,"[2, 'None', 3, 'None', 3, 'None', 1, 'None', 3, 'None', -100, 'None']","[49, 'None', 71, 'None', 204, 'None', 393, 'None', 376, 'None', -100, 'None']",
825,1.e4 1...e5 2.Nf3 2...Bd6 3.d4 3...h6 4.Nc3 4...b5 5.Bd3 5...Na6,4.0,Bxa6,"[2, 'None', 2, 'None', 4, 'None', 13, 'None']","[49, 'None', 111, 'None', 189, 'None', 191, 'None']",
826,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...Qf6 4.Nc3 4...c6 5.d4 5...Ne7 6.dxe5 6...Kd8 7.Bf7 7...Rg8 8.Bxg8 8...Qh4 9.Qd3 9...Qh6 10.Qd7+ 10...Nxd7,9.0,Bxd7,"[2, 'None', 3, 'None', 2, 'None', 1, 'None', 3, 'None', -100, 'None', 3, 'None', 11, 'None', -100, 'None']","[49, 'None', 71, 'None', 146, 'None', 207, 'None', 455, 'None', -100, 'None', 843, 'None', 732, 'None', -100, 'None']",
827,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...Qe7 4.d4 4...Qb4+ 5.Nc3# 5...Nh6,4.0,Nc3#,"[2, 'None', 3, 'None', 1, 'None', 4, 'None']","[49, 'None', 71, 'None', 104, 'None', -170, 'None']",
828,1.e4 1...e5 2.Nf3 2...Bb4 3.Bc4 3...d6,2.0,Bxd6,"[2, 'None', 5, 'None']","[49, 'None', 70, 'None']",
829,1.e4 1...e5 2.Nf3 2...Nc6 3.Bb5 3...Nd4 4.Nxd4 4...h6 5.Nf3 5...f5 6.exf5 6...e4 7.d3 7...exf3 8.d4 8...Be7 9.Bg5 9...Bb4+ 10.Bd2# 10...fxg2,9.0,Bd2#,"[2, 'None', 3, 'None', 3, 'None', 2, 'None', 11, 'None', 14, 'None', 13, 'None', -100, 'None', 1, 'None']","[49, 'None', 17, 'None', 33, 'None', 864, 'None', 489, 'None', 277, 'None', 7, 'None', -100, 'None', 67, 'None']",
830,1.e4 1...e5 2.Nf3 2...f5 3.Nc3 3...Nc6 4.Nxe5 4...a6 5.d4 5...b5 6.Bb5 6...Bd6,5.0,Bxd6,"[2, 'None', 5, 'None', 18, 'None', 3, 'None', -100, 'None']","[49, 'None', 44, 'None', -239, 'None', 234, 'None', -100, 'None']",
831,1.e4 1...e5 2.Nf3 2...a5 3.d4 3...Nc6 4.d5 4...f6 5.Nc3 5...Na7 6.Bd3 6...Qe7,5.0,Bxa8,"[2, 'None', 4, 'None', 3, 'None', 9, 'None', 8, 'None']","[49, 'None', 97, 'None', 179, 'None', 129, 'None', 145, 'None']",
832,1.e4 1...e5 2.Nf3 2...c6 3.d4 3...b5 4.dxe5 4...f6 5.Bd3 5...Qc7 6.Nc3 6...g6 7.Qd2 7...Bg7,6.0,Bxg6,"[2, 'None', 4, 'None', 2, 'None', 5, 'None', 10, 'None', 15, 'None']","[49, 'None', 65, 'None', 242, 'None', 246, 'None', 137, 'None', 157, 'None']",
833,1.e4 1...e5 2.Nf3 2...b6 3.Bb5 3...c6 4.Bc4 4...Qc7 5.d4 5...h5 6.Nc3 6...Bb4,5.0,advantage,"[2, 'None', 4, 'None', 3, 'None', 7, 'None', 7, 'None']","[49, 'None', 104, 'None', 47, 'None', 73, 'None', 199, 'None']",
834,1.e4 1...e5 2.Nf3 2...f6 3.Nxe5 3...b6 4.d4 4...c6,3.0,dxc6,"[2, 'None', -100, 'None', 3, 'None']","[49, 'None', -100, 'None', 236, 'None']",
835,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...d6 4.d4 4...Be6 5.Bxe6 5...f6,4.0,Bd3,"[2, 'None', 3, 'None', 1, 'None', 1, 'None']","[49, 'None', 71, 'None', 112, 'None', 340, 'None']",
836,1.e4 1...e5 2.Nf3 2...a5 3.d4 3...Qf6 4.dxe5 4...c6 5.Nc3 5...Qe6 6.Bd3 6...Nh6 7.Bxh6 7...g6 8.Bg5 8...Bb4 9.Qd2 9...d5,8.0,Qd3,"[2, 'None', 4, 'None', 1, 'None', 13, 'None', 3, 'None', -100, 'None', 3, 'None', 9, 'None']","[49, 'None', 97, 'None', 291, 'None', 314, 'None', 328, 'None', -100, 'None', 834, 'None', 742, 'None']",
837,1.e4 1...e5 2.Nf3 2...d5 3.exd5 3...e4 4.d3 4...Qe7 5.dxe4 5...b6 6.Bd3 6...Bb7 7.Nc3 7...f5 8.Bb5+ 8...Bc6,7.0,Nd5,"[2, 'None', 3, 'None', 15, 'None', 1, 'None', 5, 'None', 1, 'None', 7, 'None']","[49, 'None', 71, 'None', -236, 'None', 277, 'None', 454, 'None', 557, 'None', 448, 'None']",
838,1.e4 1...e5 2.Nf3 2...c6 3.d4 3...exd4 4.Nxd4 4...h6 5.Nc3 5...a5 6.Nd5 6...g6 7.Bxh6 7...d6 8.Bg7 8...Na6 9.Bf6 9...Bg4,8.0,Bxg6,"[2, 'None', 4, 'None', 5, 'None', 4, 'None', -100, 'None', -100, 'None', -100, 'None', -100, 'None']","[49, 'None', 65, 'None', 72, 'None', 60, 'None', -100, 'None', -100, 'None', -100, 'None', -100, 'None']",
839,1.e4 1...e5 2.Nf3 2...f5 3.d4 3...b5,2.0,d4,"[2, 'None', 3, 'None']","[49, 'None', 63, 'None']",
840,1.e4 1...e5 2.Nf3 2...Bd6 3.d4 3...Qe7 4.dxe5 4...Qxe5 5.Nc3 5...f6 6.Bd3 6...g5 7.Bxg5 7...Kf8 8.Bh6 8...Ke7 9.Bg7 9...Qf4 10.Bxf6 10...Ke6,9.0,Qd4+,"[2, 'None', 2, 'None', 4, 'None', 1, 'None', 12, 'None', 3, 'None', 3, 'None', 2, 'None', -100, 'None']","[49, 'None', 111, 'None', 109, 'None', 716, 'None', 222, 'None', 458, 'None', 556, 'None', 656, 'None', -100, 'None']",
841,1.e4 1...e5 2.Nf3 2...Na6 3.Bc4 3...Bd6 4.d4 4...b5 5.Bb3 5...g6,4.0,Bxd6,"[2, 'None', 13, 'None', 1, 'None', 5, 'None']","[49, 'None', 61, 'None', 253, 'None', 210, 'None']",
842,1.e4 1...e5 2.Nf3 2...a5 3.d4 3...Ne7 4.dxe5 4...b6 5.Bd3 5...g6 6.Nc3 6...Ra7,5.0,Bxg6,"[2, 'None', 4, 'None', 3, 'None', 15, 'None', 2, 'None']","[49, 'None', 97, 'None', 213, 'None', 211, 'None', 324, 'None']",
843,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...Bb4 4.Bxf7+ 4...Kf8 5.Bd5 5...g6,4.0,Bd5,"[2, 'None', 3, 'None', 5, 'None', 5, 'None']","[49, 'None', 71, 'None', 169, 'None', 259, 'None']",
844,1.e4 1...e5 2.Nf3 2...Qf6 3.Nc3 3...Bd6 4.d4 4...Qe6 5.Bd3 5...exd4,4.0,Bxd4,"[2, 'None', 1, 'None', 1, 'None', 4, 'None']","[49, 'None', 209, 'None', 240, 'None', 279, 'None']",
845,1.e4 1...e5 2.Nf3 2...Bb4 3.Bd3 3...Ne7 4.O-O 4...Ng6,3.0,d4,"[2, 'None', 8, 'None', 5, 'None']","[49, 'None', 55, 'None', 42, 'None']",
846,1.e4 1...e5 2.Nf3 2...a5 3.d4 3...Bb4+ 4.Bd2# 4...Nf6 5.c3# 5...Na6,4.0,c3#,"[2, 'None', 4, 'None', 3, 'None', 1, 'None']","[49, 'None', 97, 'None', 59, 'None', 125, 'None']",
847,1.e4 1...e5 2.Nf3 2...a6 3.Bc4 3...Bd6 4.d4 4...Bf8 5.Nc3 5...exd4 6.Nxd4 6...Qe7 7.Bf7+ 7...Qxf7 8.Nc6+ 8...Qg6 9.Nxe5 9...Qe6 10.Nf7+ 10...Bb4,9.0,Bd3,"[2, 'None', 3, 'None', 2, 'None', 7, 'None', 4, 'None', -100, 'None', -100, 'None', 7, 'None', -100, 'None']","[49, 'None', 71, 'None', 112, 'None', 253, 'None', 245, 'None', -100, 'None', -100, 'None', -416, 'None', -100, 'None']",
848,1.e4 1...e5 2.Nf3 2...c5 3.Nc3 3...h5 4.d4 4...b5 5.Bd3 5...Ne7 6.dxc5 6...a5 7.a4 7...Nec6 8.Bb5+ 8...Na7 9.Bxa6 9...Nxa6,8.0,d5,"[2, 'None', 3, 'None', -100, 'None', 6, 'None', 4, 'None', 13, 'None', 5, 'None', -100, 'None']","[49, 'None', 54, 'None', -100, 'None', 200, 'None', 242, 'None', 321, 'None', 352, 'None', -100, 'None']",
849,1.e4 1...e5 2.Nf3 2...Qe7 3.Qe2 3...c6 4.d4 4...h5 5.Nc3 5...Qf6 6.dxe5 6...b5,5.0,Bd3,"[2, 'None', 14, 'None', 4, 'None', 4, 'None', 5, 'None']","[49, 'None', 57, 'None', 35, 'None', 113, 'None', 246, 'None']",
850,1.e4 1...c6 2.d4 2...b6 3.Bb5+ 3...a5,2.0,Bxa5,"[1, 'None', -100, 'None']","[112, 'None', -100, 'None']",
